,umap1,umap2,umap3,FP_cluster,FP_UMAP_label,logS0,rel,smiles_canonical,name,random,diversity
C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO,,,,,,-3.27,HR,CC12CCC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,cortisone,1.0,2.0
C[C@]12CC[C@H]3C(=CCc4cc(O)ccc34)[C@@H]1CCC2=O,-0.10418818,-2.080805,0.595348,1.0,1.0,-5.282,HR,CC12CCC3C(=CCc4cc(O)ccc43)C1CCC2=O,equilin,0.0,1.0
C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@]34C)[C@@H]1CCC2=O,-0.2919501,-2.4598327,0.29337686,1.0,1.0,-4.064,HR,CC12CCC3C(CC=C4CC(O)CCC43C)C1CCC2=O,prasterone,0.0,1.0
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@]2(O)C#C,-0.31374243,-2.6107697,0.52015126,1.0,1.0,-4.63,HR,C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21C,norethisterone,0.0,1.0
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2C(=O)CO,-0.31634697,-2.630382,0.51207894,1.0,1.0,-3.45,HR,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(C(=O)CO)CCC12,deoxycorticosterone,0.0,0.0
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2O,,,,,,-4.159000000000002,HR,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,testosterone,1.0,2.0
C[C@]12CC[C@H]3[C@@H](CCC4=Cc5oncc5C[C@]34C)[C@@H]1CC[C@@]2(O)C#C,,,,,,-5.5070000000000014,HR,C#CC1(O)CCC2C3CCC4=Cc5oncc5CC4(C)C3CCC21C,danazol,1.0,2.0
C[C@]12CC[C@H]3[C@@H](CC[C@H]4CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2O,-0.11666209,-2.3622162,0.14851649,1.0,1.0,-4.743,HR,CC12CCC3C(CCC4CC(=O)CCC43C)C1CCC2O,stanolone,0.0,1.0
C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CCC2=O,-0.18195711,-2.3175983,0.6038749,1.0,1.0,-3.955,HR,CC12CCC3c4ccc(O)cc4CCC3C1CCC2=O,estrone,0.0,0.0
C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O,-0.1910913,-2.359268,0.6064401,1.0,1.0,-4.845,HR,CC12CCC3c4ccc(O)cc4CCC3C1CCC2O,17-beta-estradiol,0.0,0.0
C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@]2(O)C#C,-0.15991108,-2.2890208,0.6004481,1.0,1.0,-4.217000000000001,HR,C#CC1(O)CCC2C3CCc4cc(O)ccc4C3CCC21C,17-alpha-ethynylestradiol,0.0,1.0
C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1C[C@@H](O)[C@@H]2O,,,,,,-4.955,HR,CC12CCC3c4ccc(O)cc4CCC3C1CC(O)C2O,estriol,1.0,2.0
C[C@]12CCc3c(ccc4cc(O)ccc34)[C@@H]1CCC2=O,,,,,,-5.249,HR,CC12CCc3c(ccc4cc(O)ccc34)C1CCC2=O,equilenin,1.0,2.0
C[C@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1C[C@@H](O)[C@]2(O)C(=O)CO,-0.38795704,-2.7029784,0.75150543,1.0,1.0,-3.693,HR,CC12C=CC(=O)C=C1CCC1C3CC(O)C(O)(C(=O)CO)C3(C)CC(O)C12F,triamcinolone,0.0,1.0
C[C@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO,-0.37079808,-2.728301,0.6373517,1.0,0.0,-3.4339999999999997,HR,CC12CCC(=O)C=C1CCC1C3CCC(O)(C(=O)CO)C3(C)CC(O)C12F,fludrocortisone,0.0,1.0
C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO,-0.31851164,-2.6505501,0.5999481,1.0,0.0,-3.18,HR,CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,prednisolone,0.0,0.0
C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2C(=O)CO,-0.28181434,-2.5630262,0.45088828,1.0,0.0,-3.24,HR,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C(C(=O)CO)CCC12,corticosterone,0.0,1.0
C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO,-0.32820097,-2.6478214,0.5254511,1.0,0.0,-3.1,HR,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,hydrocortisone,0.0,0.0
C\C(O)=C\C(C)=O,3.1225479,0.5264169,0.496541,0.0,0.0,0.22,UR,CC(=O)C=C(C)O,"pentane-2,4-dione",0.0,1.0
C\N=C(/NCCSCc1[nH]cnc1C)NC#N,-0.39398065,1.1964037,-0.62406534,4.0,1.0,-1.655,HR,CN=C(NC#N)NCCSCc1[nH]cnc1C,cimetidine,0.0,1.0
C\N=C1\CN(O)C(c2ccccc2)=c2cc(Cl)ccc2=N1,-0.59179604,1.5539501,1.9966879,3.0,1.0,-2.176,HR,CN=C1CN(O)C(c2ccccc2)=c2cc(Cl)ccc2=N1,chlordiazepoxide,0.0,1.0
Cc1c(N)c(=O)n(-c2ccccc2)n1C,-0.69569856,0.9222462,1.4149636,3.0,1.0,-0.622,UR,Cc1c(N)c(=O)n(-c2ccccc2)n1C,ampyrone,0.0,1.0
Cc1c[nH]c(=O)[nH]c1=O,-0.8005873,0.82080066,-0.48445302,4.0,1.0,-1.499,HR,Cc1c[nH]c(=O)[nH]c1=O,thymine,0.0,1.0
Cc1c[nH]c(=O)nc1N,-0.8476412,1.0855244,-0.52828914,4.0,1.0,-0.56,HR,Cc1c[nH]c(=O)nc1N,5-methylcytosine,0.0,1.0
Cc1c[nH]c2ccccc12,-0.6009653,0.44794652,0.628426,3.0,0.0,-2.42,UR,Cc1c[nH]c2ccccc12,3-methylindole,0.0,1.0
Cc1cc(=O)c2ccccc2[nH]1,-0.6387874,0.5699477,0.54755455,3.0,0.0,-1.2,UR,Cc1cc(=O)c2ccccc2[nH]1,"2-methyl-1,4-dihydroquinolin-4-one",0.0,1.0
Cc1cc(=O)n(-c2ccccc2)n1C,-0.7131169,0.9753601,1.4374233,3.0,1.0,0.48,HR,Cc1cc(=O)n(-c2ccccc2)n1C,antipyrine,0.0,0.0
Cc1cc(C)c(O)c(C)c1,0.010854258,-0.6582803,1.8706217,3.0,0.0,-2.05,UR,Cc1cc(C)c(O)c(C)c1,"2,4,6-trimethylphenol",0.0,1.0
Cc1cc(C)cc(O)c1,0.14331608,-0.8617117,1.4961017,3.0,0.0,-1.4,UR,Cc1cc(C)cc(O)c1,"3,5-dimethylphenol",0.0,1.0
Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1,1.6407274,0.54138535,2.6608703,3.0,1.0,-2.73,HR,Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1,sulfamethazine,0.0,0.0
Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,1.5079428,0.5097847,2.7862985,3.0,1.0,-2.705,HR,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,sulfamethoxazole,0.0,1.0
Cc1cc(no1)C(=O)NNCc1ccccc1,-0.40761027,0.5491177,2.2268014,3.0,1.0,-2.461,HR,Cc1cc(C(=O)NNCc2ccccc2)no1,isocarboxazid,0.0,1.0
Cc1ccc(C)c(O)c1,-0.1493,-0.9849241,1.6834393,3.0,0.0,-1.54,UR,Cc1ccc(C)c(O)c1,"2,5-dimethylphenol",0.0,0.0
Cc1ccc(CO)cc1,-0.020365214,-0.6160173,1.7294815,3.0,0.0,-1.2,UR,Cc1ccc(CO)cc1,(4-methylphenyl)methanol,0.0,1.0
Cc1ccc(Cl)c(Nc2ccccc2C(O)=O)c1Cl,0.53603464,0.358844,2.1616054,3.0,1.0,-6.267,HR,Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl,meclofenamic acid,0.0,1.0
Cc1ccc(O)c(C)c1,-0.030050011,-0.89504296,1.6330352,3.0,0.0,-1.1975,UR,Cc1ccc(O)c(C)c1,"2,4-dimethylphenol",0.0,1.0
Cc1ccc(O)cc1,0.1977445,-0.75578094,1.626433,3.0,0.0,-0.7200000000000001,UR,Cc1ccc(O)cc1,p-cresol,0.0,1.0
Cc1ccc(O)cc1C,,,,,,-1.39,UR,Cc1ccc(O)cc1C,"3,4-dimethylphenol",1.0,2.0
Cc1ccc(cc1)C(=O)c1ccc(CC(O)=O)n1C,0.46258003,-0.4174604,2.0869448,3.0,1.0,-4.092,HR,Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1,tolmetin,0.0,1.0
Cc1ccc(cc1)S(=O)(=O)NC(=O)NN1C[C@@H]2CCC[C@@H]2C1,1.3835833,0.7098759,2.9765763,3.0,1.0,-4.175000000000002,HR,Cc1ccc(S(=O)(=O)NC(=O)NN2CC3CCCC3C2)cc1,gliclazide,0.0,1.0
Cc1ccc(cc1)S(N)(=O)=O,1.3554257,0.6517741,2.3657932,3.0,0.0,-1.74,UR,Cc1ccc(S(N)(=O)=O)cc1,p-toluenesulfonamide,0.0,1.0
Cc1ccc(cc1)[N+]([O-])=O,1.0880839,0.6496838,0.40512273,3.0,0.0,-2.49,UR,Cc1ccc([N+](=O)[O-])cc1,p-nitrotoluene,0.0,1.0
Cc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,0.9180876,0.8305705,0.38668758,3.0,0.0,-2.82,UR,Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],"2,4-dinitrotoluene",0.0,1.0
Cc1cccc(C)c1O,-0.11412442,-0.5855145,1.6189003,3.0,0.0,-1.296666666666667,UR,Cc1cccc(C)c1O,"2,6-dimethylphenol",0.0,1.0
Cc1cccc(CN2CCN(CC2)[C@H](c2ccccc2)c2ccc(Cl)cc2)c1,-0.9514055,0.6597323,2.6388571,3.0,1.0,-6.481,HR,Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1,meclizine,0.0,1.0
Cc1cccc(Nc2ccccc2C(O)=O)c1C,0.6144888,0.12194919,2.2405977,3.0,1.0,-6.544,HR,Cc1cccc(Nc2ccccc2C(=O)O)c1C,mefenamic acid,0.0,1.0
Cc1cccc(O)c1,-0.011649463,-0.63041127,1.5310466,3.0,0.0,-0.69025,UR,Cc1cccc(O)c1,m-cresol,0.0,1.0
Cc1cccc(O)c1C,-0.027567456,-0.5922059,1.573062,3.0,0.0,-1.43,UR,Cc1cccc(O)c1C,"2,3-dimethylphenol",0.0,1.0
Cc1cccc(c1)[N+]([O-])=O,1.0975837,0.6715978,0.40479398,3.0,0.0,-2.44,UR,Cc1cccc([N+](=O)[O-])c1,m-nitrotoluene,0.0,0.0
Cc1cccc2sc3nncn3c12,-0.096869715,-0.1671307,1.4186072,3.0,0.0,-2.07,UR,Cc1cccc2sc3nncn3c12,tricyclazole,0.0,1.0
Cc1ccccc1-n1c(C)nc2ccccc2c1=O,-0.4069083,0.7802307,1.0162958,3.0,1.0,-2.9210000000000003,HR,Cc1ccccc1-n1c(C)nc2ccccc2c1=O,methaqualone,0.0,1.0
Cc1ccccc1N,0.0014871219,0.17501093,1.1301496,3.0,0.0,-1.7566666666666668,UR,Cc1ccccc1N,o-toluidine,0.0,1.0
Cc1ccccc1O,,,,,,-0.62375,UR,Cc1ccccc1O,o-cresol,1.0,2.0
Cc1ccccc1S(N)(=O)=O,0.18129568,0.7235377,1.5033753,3.0,0.0,-2.02,UR,Cc1ccccc1S(N)(=O)=O,2-methylbenzene-1-sulfonamide,0.0,1.0
Cc1ccccc1[N+]([O-])=O,1.0542634,0.68572557,0.5748334,3.0,0.0,-2.33,UR,Cc1ccccc1[N+](=O)[O-],o-nitrotoluene,0.0,0.0
Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,1.6144735,0.5628789,2.6633623,3.0,1.0,-3.1205,HR,Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,sulfamerazine,0.0,1.0
Cc1ccsc1,,,,,,-2.39,UR,Cc1ccsc1,3-methylthiophene,1.0,2.0
Cc1cn([C@H]2C[C@H]([N-][N+]#N)[C@@H](CO)O2)c(=O)[nH]c1=O,-0.5512341,0.9053296,-0.56016487,4.0,1.0,-1.0645,HR,Cc1cn(C2CC([N-][N+]#N)C(CO)O2)c(=O)[nH]c1=O,zidovudine,0.0,1.0
Cc1cnc(cn1)C(=O)NCCc1ccc(cc1)S(=O)(=O)NC(=O)NC1CCCCC1,1.5247915,0.8676772,2.7089362,3.0,1.0,-5.454000000000002,HR,Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1,glipizide,0.0,1.0
Cc1cnc2cncnc2n1,-1.5529857,1.8007321,-1.7083312,4.0,1.0,-0.8540000000000001,HR,Cc1cnc2cncnc2n1,7-methylpteridine,0.0,0.0
Cc1nc2[C@@H](O)CCCn2c(=O)c1CCN1CCC(CC1)c1noc2cc(F)ccc12,,,,,,-4.435,LR,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2O,paliperidone,1.0,2.0
Cc1ncc(n1CCO)[N+]([O-])=O,,,,,,-1.2165,HR,Cc1ncc([N+](=O)[O-])n1CCO,metronidazole,1.0,2.0
Cc1ncc2nccnc2n1,,,,,,-0.094,HR,Cc1ncc2nccnc2n1,2-methylpteridine,1.0,2.0
Cc1ncnc2nccnc12,,,,,,-0.466,HR,Cc1ncnc2nccnc12,4-methylpteridine,1.0,2.0
Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,1.609124,0.64452285,2.6829278,3.0,1.0,-2.779,HR,Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,sulfamethizole,0.0,0.0
Cc1nnc(SCC2=C(N3[C@H](SC2)[C@H](NC(=O)Cn2cnnn2)C3=O)C(O)=O)s1,-0.05719773,-0.21344277,3.3590937,3.0,1.0,-2.616,HR,Cc1nnc(SCC2=C(C(=O)O)N3C(=O)C(NC(=O)Cn4cnnn4)C3SC2)s1,cefazolin,0.0,1.0
Cc1nnc2CN=C(c3ccccc3)c3cc(Cl)ccc3-n12,-0.64452606,1.4152657,2.096158,3.0,1.0,-3.6,HR,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,xanax,0.0,1.0
Cc1nnc2CN=C(c3ccccc3Cl)c3cc(Cl)ccc3-n12,,,,,,-4.095,HR,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,triazolam,1.0,2.0
ClC(Cl)(Cl)C#N,4.24361,-0.33220363,0.62860197,0.0,0.0,-2.168,UR,N#CC(Cl)(Cl)Cl,trichloroacetonitrile,0.0,1.0
ClC(Cl)C(=O)N(CC=C)CC=C,3.8374658,1.0211599,0.63061124,0.0,0.0,-1.62,UR,C=CCN(CC=C)C(=O)C(Cl)Cl,"2,2-dichloro-n,n-bis(prop-2-en-1-yl)acetamide",0.0,1.0
ClCCOCCCl,4.4476447,0.16118488,0.17248721,0.0,0.0,-1.12,UR,ClCCOCCCl,1-chloro-2-(2-chloroethoxy)ethane,0.0,1.0
ClCCS(=O)(=O)CCCl,4.105283,0.09281514,0.68171436,0.0,0.0,-1.5,UR,O=S(=O)(CCCl)CCCl,1-chloro-2-(2-chloroethanesulfonyl)ethane,0.0,1.0
ClCCS(=O)CCCl,4.081436,0.30784,0.611249,0.0,0.0,-1.16,UR,O=S(CCCl)CCCl,1-chloro-2-(2-chloroethanesulfinyl)ethane,0.0,1.0
Clc1ccc(CC[C@@](Cn2cncn2)(C#N)c2ccccc2)cc1,-0.63902694,0.86007327,2.5819776,3.0,1.0,-6.226,HR,N#CC(CCc1ccc(Cl)cc1)(Cn1cncn1)c1ccccc1,fenbuconazole,0.0,1.0
Clc1ccc(CO[C@@H](Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,-0.1299458,1.5738077,2.302293,3.0,1.0,-5.4305,HR,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,miconazole,0.0,1.0
Clc1ccc2oc(=O)[nH]c2c1,0.040301684,1.0714641,1.2157158,3.0,1.0,-2.7105,HR,O=c1[nH]c2cc(Cl)ccc2o1,chlorzoxazone,0.0,1.0
Clc1cccc(-c2c[nH]cc2C#N)c1Cl,,,,,,-5.074,HR,N#Cc1c[nH]cc1-c1cccc(Cl)c1Cl,fenpiclonil,1.0,2.0
Clc1cccc(Cl)c1NC1=NCCN1,0.5913697,0.6431238,1.2286793,3.0,1.0,-0.1,HR,Clc1cccc(Cl)c1NC1=NCCN1,clonidine,0.0,1.0
Clc1cccc(N2CCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c1Cl,-0.7091974,1.6723118,2.33895,3.0,1.0,-6.585,LR,O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,aripiprazole,0.0,1.0
Clc1cccc(c1)N1CCN(CCCn2nc3ccccn3c2=O)CC1,-0.80137837,1.6906722,2.3460138,3.0,1.0,-3.1875,HR,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,trazodone form 1,0.0,1.0
Clc1cnc2cncnc2n1,-1.417302,1.6189898,-1.5481514,4.0,1.0,-0.8759999999999999,HR,Clc1cnc2cncnc2n1,7-chloropteridine,0.0,0.0
Clc1cnc2ncncc2n1,-1.3552294,1.5424662,-1.5601385,4.0,1.0,-1.124,HR,Clc1cnc2ncncc2n1,6-chloropteridine,0.0,1.0
Clc1ncc2nccnc2n1,-1.215713,1.3875735,-1.3354136,4.0,1.0,-0.6990000000000001,HR,Clc1ncc2nccnc2n1,2-chloropteridine,0.0,0.0
Cn1c(=O)on(-c2ccc(Cl)c(Cl)c2)c1=O,0.25621253,1.3601162,1.083178,3.0,0.0,-2.82,UR,Cn1c(=O)on(-c2ccc(Cl)c(Cl)c2)c1=O,methazole,0.0,1.0
Cn1c2nc[nH]c2c(=O)n(C)c1=O,-0.52450556,1.6331387,-0.56511855,4.0,1.0,-1.3625,HR,Cn1c(=O)c2[nH]cnc2n(C)c1=O,theophylline,0.0,1.0
Cn1c2ncn(C[C@@H](O)CO)c2c(=O)n(C)c1=O,-0.49988562,1.7237247,-0.587769,4.0,1.0,0.11800000000000001,HR,Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O,dyphylline,0.0,1.0
Cn1ccc(=O)[nH]c1=O,-0.85050654,0.91542745,-0.26192474,4.0,0.0,-0.8035000000000001,UR,Cn1ccc(=O)[nH]c1=O,1-methyluracil,0.0,1.0
Cn1ccccc1=O,-0.70072734,0.819822,0.65411603,3.0,0.0,0.96,UR,Cn1ccccc1=O,"1-methyl-1,2-dihydropyridin-2-one",0.0,1.0
Cn1cnc(c1Sc1ncnc2nc[nH]c12)[N+]([O-])=O,-0.7454256,1.3909355,-0.8315111,4.0,1.0,-3.3255,HR,Cn1cnc([N+](=O)[O-])c1Sc1ncnc2nc[nH]c12,azathioprine,0.0,1.0
Cn1cnc2n(C)c(=O)[nH]c(=O)c12,-0.4618228,1.7309456,-0.48197973,4.0,1.0,-2.557,HR,Cn1cnc2c1c(=O)[nH]c(=O)n2C,theobromine,0.0,1.0
Cn1cnc2n(C)c(=O)n(C)c(=O)c12,-0.44001698,1.7763468,-0.5152507,4.0,1.0,-0.951,HR,Cn1c(=O)c2c(ncn2C)n(C)c1=O,caffeine,0.0,1.0
Cn1nnnc1SCC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](O)c1ccccc1)C2=O)C(O)=O,-0.038255908,-0.1441566,3.2864869,3.0,1.0,-0.14300000000000002,HR,Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)C(NC(=O)C(O)c3ccccc3)C2SC1,cefamandole,0.0,1.0
FC1(F)Oc2cccc(c2O1)-c1c[nH]cc1C#N,-0.57741797,0.35003865,0.97204983,3.0,1.0,-5.21,HR,N#Cc1c[nH]cc1-c1cccc2c1OC(F)(F)O2,fludioxonil,0.0,1.0
Fc1c[nH]c(=O)[nH]c1=O,-0.9788618,0.9505946,-0.45882094,4.0,1.0,-1.028,HR,O=c1[nH]cc(F)c(=O)[nH]1,5-fluorouracil,0.0,1.0
Fc1ccc(cc1)C(=O)CCCN1CCC(CC1)n1c2ccccc2[nH]c1=O,-0.30979195,0.90936977,2.8967044,3.0,1.0,-4.28,HR,O=C(CCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,benperidol,0.0,1.0
N#Cc1ccccc1,-0.51532984,0.35547003,1.4493207,3.0,0.0,-1.0,UR,N#Cc1ccccc1,benzonitrile,0.0,1.0
N#Cc1ccccc1C#N,,,,,,-2.38,UR,N#Cc1ccccc1C#N,phthalonitrile,1.0,2.0
N(Nc1ccccc1)c1ccccc1,-0.5108156,0.5078511,1.5501758,3.0,0.0,-2.92,UR,c1ccc(NNc2ccccc2)cc1,hydrazobenzene,0.0,1.0
NC(=N)NCC(O)=O,3.0362833,0.624999,0.52789474,0.0,0.0,-1.51,UR,N=C(N)NCC(=O)O,2-carbamimidamidoacetic acid,0.0,1.0
NC(=N)Nc1nc(CSCC\C(N)=N\S(N)(=O)=O)cs1,1.4016496,1.0438849,2.1104684,3.0,1.0,-2.49,HR,N=C(N)Nc1nc(CSCCC(N)=NS(N)(=O)=O)cs1,famotidine,0.0,1.0
NC(=O)N1c2ccccc2C=Cc2ccccc12,,,,,,-3.2939999999999996,HR,NC(=O)N1c2ccccc2C=Cc2ccccc21,carbamazepine,1.0,2.0
NC(=O)NCc1ccccc1,-0.36319205,0.21072589,2.1639118,3.0,0.0,-0.95,UR,NC(=O)NCc1ccccc1,benzylurea,0.0,1.0
NC(=O)OCc1ccccc1,-0.35540673,0.3288803,2.2306647,3.0,0.0,-0.35,UR,NC(=O)OCc1ccccc1,benzyl carbamate,0.0,1.0
NC(=O)c1ccccc1,0.056817643,0.32619643,2.120383,3.0,1.0,-0.953,HR,NC(=O)c1ccccc1,benzamide,0.0,1.0
NC(=O)c1ccccc1C(N)=O,0.2760051,0.10888682,2.0185242,3.0,0.0,-2.7710000000000004,UR,NC(=O)c1ccccc1C(N)=O,phthalamide,0.0,1.0
NC(=O)c1ccccc1O,0.26410875,-0.09005287,2.1448069,3.0,1.0,-1.8359999999999999,HR,NC(=O)c1ccccc1O,o-hydroxybenzamide,0.0,1.0
NC(=O)c1cccnc1,,,,,,0.913,HR,NC(=O)c1cccnc1,nicotinamide,1.0,2.0
NC(=O)c1cnccn1,0.54966336,0.094968215,1.7672834,3.0,1.0,-0.914,HR,NC(=O)c1cnccn1,pyrazinamide,0.0,1.0
NC(=S)Nc1ccccc1,,,,,,-1.77,UR,NC(=S)Nc1ccccc1,phenylthiourea,1.0,2.0
NC(N)=NC(=O)c1nc(Cl)c(N)nc1N,1.6304454,0.46686283,0.44531098,3.0,1.0,-3.13,HR,NC(N)=NC(=O)c1nc(Cl)c(N)nc1N,amiloride,0.0,1.0
NC(N)=N[N+]([O-])=O,1.4994165,0.53211844,0.26028088,3.0,0.0,-1.37,UR,NC(N)=N[N+](=O)[O-],n-nitroguanidine,0.0,1.0
NCCc1c[nH]c2ccccc12,-0.59298086,0.37621847,0.9763947,3.0,1.0,-3.3010299956639813,HR,NCCc1c[nH]c2ccccc12,tryptamine,0.0,1.0
NC[C@@H](CC(O)=O)c1ccc(Cl)cc1,1.2916136,0.7027146,1.6678699,3.0,1.0,-1.696,HR,NCC(CC(=O)O)c1ccc(Cl)cc1,baclofen,0.0,1.0
NNC(=O)c1ccncc1,0.75038314,0.162133,1.9158728,3.0,1.0,0.009000000000000001,HR,NNC(=O)c1ccncc1,isoniazid,0.0,1.0
NNc1nncc2ccccc12,-0.45561582,-0.16278554,1.0894951,3.0,1.0,-2.6,HR,NNc1nncc2ccccc12,hydralazine,0.0,1.0
NS(=O)(=O)c1cc(C(O)=O)c(NCc2ccco2)cc1Cl,0.3602543,1.0467718,1.9773811,3.0,1.0,-4.75,HR,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,furosemide,0.0,1.0
NS(=O)(=O)c1cc(ccc1Cl)[C@]1(O)NC(=O)c2ccccc12,0.0010894797,1.2272825,1.881106,3.0,1.0,-3.451,HR,NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl,chlorthalidone,0.0,1.0
NS(=O)(=O)c1cc2c(NCNS2(=O)=O)cc1C(F)(F)F,0.14673513,1.0661163,2.0467834,3.0,1.0,-2.98,HR,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NCNS2(=O)=O,hydroflumethiazide,0.0,1.0
NS(=O)(=O)c1cc2c(NCNS2(=O)=O)cc1Cl,,,,,,-2.6889999999999996,HR,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,hydrochlorothiazide,1.0,2.0
NS(=O)(=O)c1cc2c(N[C@@H](Cc3ccccc3)NS2(=O)=O)cc1C(F)(F)F,0.027494647,1.0817153,1.9739248,3.0,1.0,-4.298,HR,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O,bendroflumethiazide,0.0,1.0
NS(=O)(=O)c1cc2c(N[C@@H](NS2(=O)=O)C(Cl)Cl)cc1Cl,,,,,,-3.35425341472771,HR,NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O,trichlormethiazide form 1,1.0,2.0
NS(=O)(=O)c1cc2c(N\C(NS2(=O)=O)=C/SCc2ccccc2)cc1Cl,0.115197055,1.0349667,2.0038888,3.0,1.0,-4.829,HR,NS(=O)(=O)c1cc2c(cc1Cl)NC(=CSCc1ccccc1)NS2(=O)=O,benzthiazide,0.0,1.0
NS(=O)(=O)c1ccccc1,,,,,,-1.56,UR,NS(=O)(=O)c1ccccc1,benzenesulfonamide,1.0,2.0
N[C@@H](CC(N)=O)C(O)=O,3.070125,0.5780416,0.551917,0.0,0.0,-0.74,UR,NC(=O)CC(N)C(=O)O,2-amino-3-carbamoylpropanoic acid,0.0,0.0
N[C@@H](CCC(N)=O)C(O)=O,3.092606,0.55921805,0.6053303,0.0,0.0,-0.55,UR,NC(=O)CCC(N)C(=O)O,(2s)-2-amino-4-carbamoylbutanoic acid,0.0,1.0
N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(O)=O,,,,,,-4.258999999999999,LR,NC(Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,levothyroxine,1.0,2.0
N[C@@H](Cc1ccc(O)c(O)c1)C(O)=O,1.3289716,-0.16156611,2.1121705,3.0,1.0,-1.818,HR,NC(Cc1ccc(O)c(O)c1)C(=O)O,l-dopa,0.0,1.0
